tag,version,custom,abstract,datatype,iord,crdr,tlabel,doc
Increasedecreasethroughnetexchangedifferencescontractliabilities,0001193125-21-087174,1,0,monetary,D,C,Increase Decrease Through Net Exchange Differences Contract Liabilities,
IncreaseDecreaseThroughSharebasedPaymentRestrictedAndPerformanceShares,0001193125-21-087174,1,0,monetary,D,C,Increase Decrease Through Share-based Payment Restricted And Performance Shares,The increase (decrease) in equity resulting from share-based payment restricted and performance share units.
Increasedecreasethroughtransfersrightofuseassets,0001193125-21-087174,1,0,monetary,D,D,IncreaseDecreaseThroughTransfersRightofuseAssets,Tranfer of Right of Use Assets to Property Plant and Equipment
InkaiMember,0001193125-21-087174,1,1,member,,,Inkai [Member],"Inkai, joint operation."
IntellectualPropertyMember,0001193125-21-087174,1,1,member,,,Intellectual Property [member],This member stands for intellectual property.
InterestPayableMember,0001193125-21-087174,1,1,member,,,Interest payable [Member],This member stands for interest payable.
InvestementTaxCreditReceivableRelatedToResearchAndDevelopment,0001193125-21-087174,1,0,monetary,I,D,Investement Tax Credit Receivable Related To Research And Development,Investment tax credit receivable related to research and development.
InvestmentGradeRatingMember,0001193125-21-087174,1,1,member,,,Investment grade rating [Member],Investment grade rating
ISOEnergyMember,0001193125-21-087174,1,1,member,,,ISO Energy [Member],Investment in ISO Energy Ltd.
JointOperationsProportionateInterestInNetAssetsTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Joint operations proportionate interest in net assets,Disclosure of joint operations related to proportionate interest in net assets.
JvInkaiAssociateMember,0001193125-21-087174,1,1,member,,,JV Inkai Associate [Member],
KeyLakeMember,0001193125-21-087174,1,1,member,,,Key Lake [Member],"Key Lake, joint operation."
LaterThanOneDayAndNotLaterThanThirtyDaysMember,0001193125-21-087174,1,1,member,,,Later than one day and not later than thirty days [Member],All items past due for one to thirty days
LaterThanOneMonthMember,0001193125-21-087174,1,1,member,,,Later than one month [Member],All items past due for greater than month
LetterOfCreditFacilitiesMember,0001193125-21-087174,1,1,member,,,Letter of credit facilities [Member],"This member stands for, Letter of credit facilities."
LettersOfCreditOustanding,0001193125-21-087174,1,0,monetary,I,C,Letters of credit oustanding,Letters of credit amount outstanding at a given period.
LoanReceivablesQuantity,0001193125-21-087174,1,0,mass,I,,Loan Receivables Quantity,The quantity of receivable from another party.
LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-21-087174,1,0,monetary,I,C,Longterm Borrowings Net Of Cash And Cash Equivalent,The amount of long term borrowings less total cash. [Custom]
LongtermDebtMember,0001193125-21-087174,1,1,member,,,Long-Term Debt [Member],This member stands for long term debt.
LongTermReceivablesInvestmentsAndOther,0001193125-21-087174,1,0,monetary,I,D,"Long-term receivables, investments and other","The amount of noncurrent receivables, investments and other."
LongTermReceivablesInvestmentsAndOtherMember,0001193125-21-087174,1,1,member,,,"Long-term receivables, investments and other [Member]","This member stands for Long-term receivables, investments and other classification on financial position."
MajorCustomerOfCamecoAllSegmentsMember,0001193125-21-087174,1,1,member,,,Major Customer Of Cameco All Segments [Member],Major customer of Cameco for all segments.
MarketpricecontractsmemberMember,0001193125-21-087174,1,1,member,,,Market Price Contracts Member [Member],This member stands for market-price contracts with customers
MaximumAmountOfLettersOfCreditAvailableUnderCreditFacility,0001193125-21-087174,1,0,monetary,I,C,Maximum Amount Of Letters Of Credit Available Under Credit Facility,Maximum amount of letters of credit available under the credit facility.
MaximumBorrowingCapacity,0001193125-21-087174,1,0,monetary,I,C,Maximum borrowing capacity,The maximum amount of borrowings that can be drawn from the facilities.
MaximumUnsecuredRevolvingCreditFacilityAvailable,0001193125-21-087174,1,0,monetary,I,C,Maximum Unsecured Revolving Credit Facility Available,Maximum amount of revolving credit facility available under the commitment.
McarthurRiverMember,0001193125-21-087174,1,1,member,,,McArthur River [Member],"McArthur River, joint operation"
MinimumIncrementAmountOfCreditFacility,0001193125-21-087174,1,0,monetary,I,C,Minimum Increment Amount Of Credit Facility,Minimum amount of increment that is allowed under the credit facility.
MiscellaneousOtherIncomeExpense,0001193125-21-087174,1,0,monetary,D,C,Miscellaneous Other Income Expense,The amount of operating income that the entity does not separately disclose in the same statement or note.
Modificationofsharebasedpaymentrestrictedandperformanceshares,0001193125-21-087174,1,0,monetary,D,C,Modification of sharebased payments restricted and performance shares,A modification to equity resulting from share-based payment restricted and performance share units.
NetDebtAndEquity,0001193125-21-087174,1,0,monetary,I,C,Net Debt And Equity,Addition of long term debt net of cash and equity.
NetFinancialAssetsLiabilies,0001193125-21-087174,1,0,monetary,I,D,Net Financial Assets Liabilies,
NetFinancialInstruments,0001193125-21-087174,1,0,monetary,I,C,Net financial instruments,Financial instruments contracts net of non current borrowings.
NetForeignCurrencyDerivativesMember,0001193125-21-087174,1,1,member,,,Net foreign currency derivatives [Member],"This member stands for, Net foreign currency derivatives."
Nettradereceivables,0001193125-21-087174,1,0,monetary,I,D,Net trade receivables,
NonCashChangesArisingFromFinancingActivities,0001193125-21-087174,1,0,monetary,D,D,Non-cash changes arising from financing activities,The amount of total non-cash changes arising from financing activities.
NonCashChangesFinancingActivitiesAbstract,0001193125-21-087174,1,1,,,,Non-cash changes financing activities [abstract],
NoncurrentLoansAndReceivablesMaturity,0001193125-21-087174,1,0,string,D,,Non current loans and receivables maturity,The maturity of loans and receivables.
NonInvestmentGradeRatingMember,0001193125-21-087174,1,1,member,,,Non-investment grade rating [Member],Non-investment grade rating
NukemIncMember,0001193125-21-087174,1,1,member,,,"NUKEM, Inc. [member]","NUKEM, Inc."
NumberAndWeightedAverageExercisePricesOfShareOptionsAbstract,0001193125-21-087174,1,1,,,,Number And Weighted Average Exercise Prices Of Share Options [Abstract],
OpeningShareOfNetAssetsOfInvestmentAccountedForUsingEquityMethodBeforeRestructuring,0001193125-21-087174,1,0,monetary,I,D,Opening share of net assets of investment accounted for using equity method before restructuring,Opening share of net assets of investments accounted for using equity method upon cessation of consolidation.
OtherBenefitPlansMember,0001193125-21-087174,1,1,member,,,Other Benefit Plans [Member],This member stands for other post retirement benefit plans.
OtherBorrowingsQuantity,0001193125-21-087174,1,0,mass,D,,Other Borrowings Quantity,Quantity of product loans received during the year.
OtherCustomersMember,0001193125-21-087174,1,1,member,,,Other customers [Member],All other corporate customers
OtherIncomeNonCashItems,0001193125-21-087174,1,0,monetary,D,C,Other Income Non Cash Items,Other income inlcuding adjustments for non cash items.
OtherLiabilitiesMember,0001193125-21-087174,1,1,member,,,Other liabilities [Member],This member stands for other liabilities classification on financial position.
OtherPermanentDifferencesTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-21-087174,1,0,monetary,D,D,Other Permanent Differences Tax Effects For Reconciliation Between Accounting Profit And Tax Expense Income,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to OtherPermanentDifferences.
OtherSegmentMember,0001193125-21-087174,1,1,member,,,Other Segment [Member],Other operating segment.
PercentageIncreaseDecreaseCurrencyRate,0001193125-21-087174,1,0,percent,D,,Percentage increase or decrease in the currency,Percentage change in currency rate.
PercentageOfTaxesAndInterestCharges,0001193125-21-087174,1,0,percent,I,,Percentage of taxes and interest charges,Percentage of cash taxes and related interest required to remit while in dispute.
PercentageOfTotalFairValueOfAssets,0001193125-21-087174,1,0,percent,I,,Percentage Of Total Fair Value Of Assets,Percentage of the total fair value of assets in the pension plans for each asset category.
PercentageOwnershipInOrdinarySharesOfComapny,0001193125-21-087174,1,0,percent,I,,Percentage Ownership In Ordinary Shares Of Comapny,
PercentageVotesOfOrdinarySharesOfCompany,0001193125-21-087174,1,0,percent,I,,Percentage Votes Of Ordinary Shares Of Company,Percentage of votes by shareholder
PerformanceShareUnitPlanMember,0001193125-21-087174,1,1,member,,,Performance Share Unit Plan [member],Performance share unit plan.
PhantomStockOptionPlanMember,0001193125-21-087174,1,1,member,,,Phantom Stock Option Plan [member],Phantom stock option plan.
PowerResourcesIncMember,0001193125-21-087174,1,1,member,,,"Power Resources, Inc. [member]","Power Resources, Inc."
PriceRange11Dollars32CentsTo17Dollars84CentsMember,0001193125-21-087174,1,1,member,,,Price Range 11 Dollars 32 Cents To 15 Dollars 83 Cents [member],Price range of option price $11.32 to $15.83
PriceRange17Dollars85CentsTo39Dollars53CentsMember,0001193125-21-087174,1,1,member,,,Price Range 15 Dollars 84 Cents To 26 Dollars 81 Cents [member],Price range of option price $15.84 to $26.81
ProductLoanMember,0001193125-21-087174,1,1,member,,,Product Loan [Member],Uranium product loan
ProportionOfOutstandingDebtWithFixedRate,0001193125-21-087174,1,0,percent,D,,Proportion of outstanding debt that carries fixed rate,Proportion of outstanding debt with fixed rate.
QuotedMarktYields,0001193125-21-087174,1,0,percent,D,,Quoted market yields,Quoted market yields.
RatioOfDebtToTangibleNetWorth,0001193125-21-087174,1,0,pure,I,,Ratio Of Debt To Tangible Net Worth,Debt to tangbile net worth ratio.
ReceivablesInvestmentsAndOther,0001193125-21-087174,1,0,monetary,I,D,Receivables Investments And Other,"The amount of receivables, investments and other items."
ReductionOfRevenueFromPerformanceObligation,0001193125-21-087174,1,0,monetary,D,D,Reduction Of Revenue From Performance Obligation,The reduction of revenue from performance obligations satisfied (or partially satisfied) in previous periods
RestrictedShareUnitPlanEquitySettledMemberMember,0001193125-21-087174,1,1,member,,,Restricted Share Unit Plan Equity Settled [Member],Restricted share unit plan equity method of accounting.
RestrictedShareUnitPlanMember,0001193125-21-087174,1,1,member,,,Restricted Share Unit Plan [member],Restricted share unit plan.
Revolvingcreditfacilitiesabstract,0001193125-21-087174,1,1,,,,Revolving Credit Facilities [Abstract],
RiskFreeInterestRateShareOptionsOustanding,0001193125-21-087174,1,0,percent,I,,"Risk free interest rate, share options oustanding","The implied yield currently available on zero-coupon government issues of the country in whose currency the exercise price for share options outstanding expressed, with a remaining term equal to the expected term of the option being valued (based on the option's remaining contractual life and taking into account the effects of expected early exercise)."
SeriesEMember,0001193125-21-087174,1,1,member,,,Series E [Member],Series E - unsecured debenture.
SeriesESeniorUnsecuredDebentureMember,0001193125-21-087174,1,1,member,,,Series E senior unsecured debenture [Member],Series E senior unsecured debenture.
SeriesFMember,0001193125-21-087174,1,1,member,,,Series F [Member],Series F - unsecured debenture.
SeriesGMember,0001193125-21-087174,1,1,member,,,Series G [Member],Series G - unsecured debenture.
