adsh,report,rfile,menucat,shortname,longname,roleuri,parentroleuri,parentreport,ultparentrpt
0001193125-21-087174,40,H,T,Significant accounting policies (Table),030201 - Disclosure - Significant accounting policies (Table),http://www.cameco.com/role/SignificantAccountingPoliciesTable,http://www.cameco.com/role/SignificantAccountingPolicies,8.0,8.0
0001193125-21-087174,39,H,P,Significant accounting policies (Policies),020202 - Disclosure - Significant accounting policies (Policies),http://www.cameco.com/role/SignificantAccountingPoliciesPolicies,http://www.cameco.com/role/AccountingStandards,9.0,9.0
0001193125-21-087174,38,H,N,Comparative Figures,013201 - Disclosure - Comparative Figures,http://www.cameco.com/role/ComparativeFigures,,,38.0
0001193125-21-087174,37,H,N,Related parties,013101 - Disclosure - Related parties,http://www.cameco.com/role/RelatedParties,,,37.0
0001193125-21-087174,36,H,N,Joint operations,013001 - Disclosure - Joint operations,http://www.cameco.com/role/JointOperations,,,36.0
0001193125-21-087174,35,H,N,Group entities,012901 - Disclosure - Group entities,http://www.cameco.com/role/GroupEntities,,,35.0
0001193125-21-087174,34,H,N,Segmented information,012801 - Disclosure - Segmented information,http://www.cameco.com/role/SegmentedInformation,,,34.0
0001193125-21-087174,33,H,N,Capital management,012701 - Disclosure - Capital management,http://www.cameco.com/role/CapitalManagement,,,33.0
0001193125-21-087174,32,H,N,Financial instruments and related risk management,012601 - Disclosure - Financial instruments and related risk management,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagement,,,32.0
0001193125-21-087174,31,H,N,Pension and other post-retirement benefits,012501 - Disclosure - Pension and other post-retirement benefits,http://www.cameco.com/role/PensionAndOtherPostretirementBenefits,,,31.0
0001193125-21-087174,30,H,N,Share-based compensation plans,012401 - Disclosure - Share-based compensation plans,http://www.cameco.com/role/SharebasedCompensationPlans,,,30.0
0001193125-21-087174,29,H,N,Supplemental cash flow information,012301 - Disclosure - Supplemental cash flow information,http://www.cameco.com/role/SupplementalCashFlowInformation,,,29.0
0001193125-21-087174,28,H,N,Per share amounts,012201 - Disclosure - Per share amounts,http://www.cameco.com/role/PerShareAmounts,,,28.0
0001193125-21-087174,27,H,N,Income taxes,012101 - Disclosure - Income taxes,http://www.cameco.com/role/IncomeTaxes,,,27.0
0001193125-21-087174,26,H,N,Other income (expense),012001 - Disclosure - Other income (expense),http://www.cameco.com/role/OtherIncomeexpense,,,26.0
0001193125-21-087174,25,H,N,Finance costs,011901 - Disclosure - Finance costs,http://www.cameco.com/role/FinanceCosts,,,25.0
0001193125-21-087174,24,H,N,Employee benefit expense,011801 - Disclosure - Employee benefit expense,http://www.cameco.com/role/EmployeeBenefitExpense,,,24.0
0001193125-21-087174,23,H,N,Revenue,011701 - Disclosure - Revenue,http://www.cameco.com/role/Revenue,,,23.0
0001193125-21-087174,22,H,N,Share capital,011601 - Disclosure - Share capital,http://www.cameco.com/role/ShareCapital,,,22.0
0001193125-21-087174,21,H,N,Provisions,011501 - Disclosure - Provisions,http://www.cameco.com/role/Provisions,,,21.0
0001193125-21-087174,20,H,N,Other liabilities,011401 - Disclosure - Other liabilities,http://www.cameco.com/role/OtherLiabilities,,,20.0
0001193125-21-087174,19,H,N,Long-term debt,011301 - Disclosure - Long-term debt,http://www.cameco.com/role/LongtermDebt,,,19.0
0001193125-21-087174,18,H,N,Accounts payable and accrued liabilities,011201 - Disclosure - Accounts payable and accrued liabilities,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilities,,,18.0
0001193125-21-087174,17,H,N,Equity-accounted investee,011101 - Disclosure - Equity-accounted investee,http://www.cameco.com/role/EquityaccountedInvestee,,,17.0
0001193125-21-087174,16,H,N,"Long-term receivables, investments and other","011001 - Disclosure - Long-term receivables, investments and other",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOther,,,16.0
0001193125-21-087174,15,H,N,Intangible assets,010901 - Disclosure - Intangible assets,http://www.cameco.com/role/IntangibleAssets,,,15.0
0001193125-21-087174,14,H,N,"Property, plant and equipment","010801 - Disclosure - Property, plant and equipment",http://www.cameco.com/role/PropertyPlantAndEquipment,,,14.0
0001193125-21-087174,13,H,N,Inventories,010701 - Disclosure - Inventories,http://www.cameco.com/role/Inventories,,,13.0
0001193125-21-087174,12,H,N,Accounts receivable,010601 - Disclosure - Accounts receivable,http://www.cameco.com/role/AccountsReceivable,,,12.0
0001193125-21-087174,11,H,N,Use of estimates and judgments,010501 - Disclosure - Use of estimates and judgments,http://www.cameco.com/role/UseOfEstimatesAndJudgments,,,11.0
0001193125-21-087174,10,H,N,Determination of fair values,010401 - Disclosure - Determination of fair values,http://www.cameco.com/role/DeterminationOfFairValues,,,10.0
0001193125-21-087174,9,H,N,Accounting standards,010301 - Disclosure - Accounting standards,http://www.cameco.com/role/AccountingStandards,,,9.0
0001193125-21-087174,8,H,N,Significant accounting policies,010201 - Disclosure - Significant accounting policies,http://www.cameco.com/role/SignificantAccountingPolicies,,,8.0
0001193125-21-087174,7,H,N,Cameco Corporation,010101 - Disclosure - Cameco Corporation,http://www.cameco.com/role/CamecoCorporation,,,7.0
0001193125-21-087174,6,H,S,Consolidated statements of cash flows,000500 - Statement - Consolidated statements of cash flows,http://www.cameco.com/role/ConsolidatedStatementsOfCashFlows,,,
0001193125-21-087174,5,H,S,Consolidated statements of changes in equity,000400 - Statement - Consolidated statements of changes in equity,http://www.cameco.com/role/ConsolidatedStatementsOfChangesInEquity,,,
0001193125-21-087174,4,H,S,Consolidated statements of financial position,000300 - Statement - Consolidated statements of financial position,http://www.cameco.com/role/ConsolidatedStatementsOfFinancialPosition,,,
0001193125-21-087174,3,H,S,Consolidated statements of comprehensive income,000200 - Statement - Consolidated statements of comprehensive income,http://www.cameco.com/role/ConsolidatedStatementsOfComprehensiveIncome,,,
0001193125-21-087174,2,H,S,Consolidated statements of earnings,000100 - Statement - Consolidated statements of earnings,http://www.cameco.com/role/ConsolidatedStatementsOfEarnings,,,
0001193125-21-087174,1,H,C,Document and Entity Information,000010 - Document - Document and Entity Information,http://www.cameco.com/role/DocumentAndEntityInformation,,,
0001193125-22-081448,1,H,C,Document and Entity Information,000010 - Document - Document and Entity Information,http://www.cameco.com/role/DocumentAndEntityInformation,,,
0001193125-22-081448,2,H,S,Consolidated statements of earnings,000100 - Statement - Consolidated statements of earnings,http://www.cameco.com/role/ConsolidatedStatementsOfEarnings,,,
0001193125-22-081448,3,H,S,Consolidated statements of comprehensive income,000200 - Statement - Consolidated statements of comprehensive income,http://www.cameco.com/role/ConsolidatedStatementsOfComprehensiveIncome,,,
0001193125-22-081448,4,H,S,Consolidated statements of compreshensive income (parenthetical),000250 - Statement - Consolidated statements of compreshensive income (parenthetical),http://www.cameco.com/role/ConsolidatedStatementsOfCompreshensiveIncomeparenthetical,,,
0001193125-22-081448,5,H,S,Consolidated statements of financial position,000300 - Statement - Consolidated statements of financial position,http://www.cameco.com/role/ConsolidatedStatementsOfFinancialPosition,,,
0001193125-22-081448,6,H,S,Consolidated statements of changes in equity,000400 - Statement - Consolidated statements of changes in equity,http://www.cameco.com/role/ConsolidatedStatementsOfChangesInEquity,,,
0001193125-22-081448,7,H,S,Consolidated statements of cash flows,000500 - Statement - Consolidated statements of cash flows,http://www.cameco.com/role/ConsolidatedStatementsOfCashFlows,,,
0001193125-22-081448,8,H,N,Cameco Corporation,010101 - Disclosure - Cameco Corporation,http://www.cameco.com/role/CamecoCorporation,,,8.0
0001193125-22-081448,9,H,N,Significant accounting policies,010201 - Disclosure - Significant accounting policies,http://www.cameco.com/role/SignificantAccountingPolicies,,,9.0
0001193125-22-081448,10,H,N,Accounting standards,010301 - Disclosure - Accounting standards,http://www.cameco.com/role/AccountingStandards,,,10.0
0001193125-22-081448,11,H,N,Determination of fair values,010401 - Disclosure - Determination of fair values,http://www.cameco.com/role/DeterminationOfFairValues,,,11.0
0001193125-22-081448,12,H,N,Use of estimates and judgments,010501 - Disclosure - Use of estimates and judgments,http://www.cameco.com/role/UseOfEstimatesAndJudgments,,,12.0
0001193125-22-081448,13,H,N,Accounts receivable,010601 - Disclosure - Accounts receivable,http://www.cameco.com/role/AccountsReceivable,,,13.0
0001193125-22-081448,14,H,N,Inventories,010701 - Disclosure - Inventories,http://www.cameco.com/role/Inventories,,,14.0
0001193125-22-081448,15,H,N,"Property, plant and equipment","010801 - Disclosure - Property, plant and equipment",http://www.cameco.com/role/PropertyPlantAndEquipment,,,15.0
0001193125-22-081448,16,H,N,Intangible assets,010901 - Disclosure - Intangible assets,http://www.cameco.com/role/IntangibleAssets,,,16.0
0001193125-22-081448,17,H,N,"Long-term receivables, investments and other","011001 - Disclosure - Long-term receivables, investments and other",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOther,,,17.0
0001193125-22-081448,18,H,N,Equity-accounted investee,011101 - Disclosure - Equity-accounted investee,http://www.cameco.com/role/EquityaccountedInvestee,,,18.0
0001193125-22-081448,19,H,N,Accounts payable and accrued liabilities,011201 - Disclosure - Accounts payable and accrued liabilities,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilities,,,19.0
0001193125-22-081448,20,H,N,Long-term debt,011301 - Disclosure - Long-term debt,http://www.cameco.com/role/LongtermDebt,,,20.0
0001193125-22-081448,21,H,N,Other liabilities,011401 - Disclosure - Other liabilities,http://www.cameco.com/role/OtherLiabilities,,,21.0
0001193125-22-081448,22,H,N,Provisions,011501 - Disclosure - Provisions,http://www.cameco.com/role/Provisions,,,22.0
0001193125-22-081448,23,H,N,Share capital,011601 - Disclosure - Share capital,http://www.cameco.com/role/ShareCapital,,,23.0
0001193125-22-081448,24,H,N,Revenue,011701 - Disclosure - Revenue,http://www.cameco.com/role/Revenue,,,24.0
0001193125-22-081448,25,H,N,Employee benefit expense,011801 - Disclosure - Employee benefit expense,http://www.cameco.com/role/EmployeeBenefitExpense,,,25.0
0001193125-22-081448,26,H,N,Finance costs,011901 - Disclosure - Finance costs,http://www.cameco.com/role/FinanceCosts,,,26.0
0001193125-22-081448,27,H,N,Other income (expense),012001 - Disclosure - Other income (expense),http://www.cameco.com/role/OtherIncomeexpense,,,27.0
0001193125-22-081448,28,H,N,Income taxes,012101 - Disclosure - Income taxes,http://www.cameco.com/role/IncomeTaxes,,,28.0
0001193125-22-081448,29,H,N,Per share amounts,012201 - Disclosure - Per share amounts,http://www.cameco.com/role/PerShareAmounts,,,29.0
0001193125-22-081448,30,H,N,Supplemental cash flow information,012301 - Disclosure - Supplemental cash flow information,http://www.cameco.com/role/SupplementalCashFlowInformation,,,30.0
0001193125-22-081448,31,H,N,Share-based compensation plans,012401 - Disclosure - Share-based compensation plans,http://www.cameco.com/role/SharebasedCompensationPlans,,,31.0
0001193125-22-081448,32,H,N,Pension and other post-retirement benefits,012501 - Disclosure - Pension and other post-retirement benefits,http://www.cameco.com/role/PensionAndOtherPostretirementBenefits,,,32.0
0001193125-22-081448,33,H,N,Financial instruments and related risk management,012601 - Disclosure - Financial instruments and related risk management,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagement,,,33.0
0001193125-22-081448,34,H,N,Capital management,012701 - Disclosure - Capital management,http://www.cameco.com/role/CapitalManagement,,,34.0
0001193125-22-081448,35,H,N,Segmented information,012801 - Disclosure - Segmented information,http://www.cameco.com/role/SegmentedInformation,,,35.0
0001193125-22-081448,36,H,N,Group entities,012901 - Disclosure - Group entities,http://www.cameco.com/role/GroupEntities,,,36.0
0001193125-22-081448,37,H,N,Joint operations,013001 - Disclosure - Joint operations,http://www.cameco.com/role/JointOperations,,,37.0
0001193125-22-081448,38,H,N,Related parties,013101 - Disclosure - Related parties,http://www.cameco.com/role/RelatedParties,,,38.0
0001193125-22-081448,39,H,N,Comparative Figures,013201 - Disclosure - Comparative Figures,http://www.cameco.com/role/ComparativeFigures,,,39.0
0001193125-22-081448,40,H,P,Significant accounting policies (Policies),020202 - Disclosure - Significant accounting policies (Policies),http://www.cameco.com/role/SignificantAccountingPoliciesPolicies,http://www.cameco.com/role/AccountingStandards,10.0,10.0
0001193125-22-081448,41,H,T,Accounts receivable (Tables),030601 - Disclosure - Accounts receivable (Tables),http://www.cameco.com/role/AccountsReceivableTables,http://www.cameco.com/role/AccountsReceivable,13.0,13.0
0001193125-22-081448,42,H,T,Inventories (Tables),030701 - Disclosure - Inventories (Tables),http://www.cameco.com/role/InventoriesTables,http://www.cameco.com/role/Inventories,14.0,14.0
0001193125-22-081448,43,H,T,"Property, plant and equipment (Tables)","030801 - Disclosure - Property, plant and equipment (Tables)",http://www.cameco.com/role/PropertyPlantAndEquipmentTables,http://www.cameco.com/role/PropertyPlantAndEquipment,15.0,15.0
0001193125-22-081448,44,H,T,Intangible assets (Tables),030901 - Disclosure - Intangible assets (Tables),http://www.cameco.com/role/IntangibleAssetsTables,http://www.cameco.com/role/IntangibleAssets,16.0,16.0
0001193125-22-081448,45,H,T,"Long-term receivables, investments and other (Tables)","031001 - Disclosure - Long-term receivables, investments and other (Tables)",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherTables,http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOther,17.0,17.0
0001193125-22-081448,46,H,T,Equity-accounted investee (Tables),031101 - Disclosure - Equity-accounted investee (Tables),http://www.cameco.com/role/EquityaccountedInvesteeTables,http://www.cameco.com/role/EquityaccountedInvestee,18.0,18.0
